spCN,sp,tag,gx,gy,dbh,height
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T22070214,429,126.5,5.2,4.85
Ï¸Ö¦èÚ,EURLOQ,T01090161,5.2,168,2.2,3.15
¸Û¿Â,LITHAR,T02120042,23.6,238.9,10.3,6.3
ºìéª,MACTHU,T15100174,299,180.8,24.3,13.5
ÄÏËáÔæ,CHOAXI,T19080121,370.5,147.5,12.7,14
Ð¡Ò¶Çà¸Ô,CYCMYR,T08180091,141.7,352.3,12.1,4.05
¸Û¿Â,LITHAR,T01160320,19,307.5,11.7,2.99
¹âÒ¶Ê¯éª,PHOGLA,T08110093,142,218,9.5,3.95
ÄÏËáÔæ,CHOAXI,T06130113,104.2,245.1,29.7,35.2
³àéª,SYZBUX,T07170236,128.3,336.2,2.4,2
¸Û¿Â,LITHAR,T22110087,429.3,218,9.1,6
Ï¸Ö¦èÚ,EURLOQ,T18020135,349.25,34.5,2.3,3.25
»Æµ¤Ä¾½ª×Ó,LITELO,T15080008,295.3,140.2,3.3,3.44
Ã«ÂöéÊ,ACEPUB,T17130233,333.8,241.2,35.3,28.7
Ï¸Ö¦èÚ,EURLOQ,T01150235,6.8,291.5,2.5,3.11
Ã«»¨Á¬Èï²è,CAMFRA,T19130046,367.5,259,4.5,4.25
Ï¸Ö¦èÚ,EURLOQ,T14090077,267.2,167.5,2.7,2.43
»Æµ¤Ä¾½ª×Ó,LITELO,T05020204,94,35,8.1,7
Ã«»¨Á¬Èï²è,CAMFRA,T23120114,451,222.2,1.8,2.65
»Æµ¤Ä¾½ª×Ó,LITELO,T03040111,44.4,73,7.2,9.3
Ã×éÆ,CASCAR,T09020095,166,28.4,18,12.7
ºì¶¾Üî,ILLLAN,T05100119,92.8,188.9,3.7,6
Ï¸Ö¦èÚ,EURLOQ,T23040141,454.7,66,2.5,3.1
Öå±ú¶¬Çà,ILEKEN,T03080040,42.3,145.1,1.9,2.96
Ï¸Ö¦èÚ,EURLOQ,T09040223,176.8,79.5,3.3,4.53
»Æµ¤Ä¾½ª×Ó,LITELO,T19020124,372.5,30,2,2.9
É½·¯,SYMSUM,T24120009,462.7,224.9,2.8,2.56
Ã«»¨Á¬Èï²è,CAMFRA,T18020048,341,28,3.7,2.7
¶Ì¹£¶¬Çà,ILEBUE,T23060015,442.5,118,11.1,5.8
Ï¸Ö¦èÚ,EURLOQ,T02120021,20.8,232.3,7.9,4.61
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T15170185,287.5,321,5.3,3.15
Ï¸Ö¦èÚ,EURLOQ,T06040205,113,78.8,1.9,2.77
Ï¸Ö¦èÚ,EURLOQ,T03130289,52,258.6,2,3.31
Ï¸Ö¦èÚ,EURLOQ,T16060033,305,114.1,4.6,3.65
ºìéª,MACTHU,T10160236,191.3,307.4,7.1,3.1
ºìµ­±È,CLEJAP,T06120051,113.2,239,11.6,16.5
ÑîÃ·,MYRRUB,T10050062,193.7,98,9.5,5.3
É½ºú½·,LINGLA,T25160061,495.9,315.1,2.3,3.65
»Æµ¤Ä¾½ª×Ó,LITELO,T10100079,184,184.5,8.7,7
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T09010044,167.3,16.2,3.3,5.2
ºì¶¾Üî,ILLLAN,T04160165,77.3,301.8,2.3,2.92
ÄÏËáÔæ,CHOAXI,T01060194,7,111.8,29.5,22.1
Ð¡Ò¶Çà¸Ô,CYCMYR,T1515R31851,298.7,283.4,14.1,6.5
»Æµ¤Ä¾½ª×Ó,LITELO,T13090107,251,168.9,5.5,4.95
»Æµ¤Ä¾½ª×Ó,LITELO,T17040036,321.1,67.5,5.3,3.72
ºìµ­±È,CLEJAP,T23060181,448.5,118,2.1,2.45
¶Ì¹£¶¬Çà,ILEBUE,T21180052,404.5,352.8,4.1,4.55
Ï¸Ö¦èÚ,EURLOQ,T09030077,165,53,2,3.07
Ï¸Ö¦èÚ,EURLOQ,T06030031,102,57.5,5.3,5.5
»ÆÅ£ÄÌÊ÷,SYMCOC,T19180012,362.9,343.9,14.7,13.3
Ï¸Ö¦èÚ,EURLOQ,T11060139,211.5,111.6,3.7,4.11
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T13200310,246,394,4.9,5
»Æµ¤Ä¾½ª×Ó,LITELO,T03050298,58.1,99.5,2.7,3.55
Ä¾ºÉ,SCHSUP,T01170360,11.7,333.8,17.5,5.4
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T04170109,71,331.7,3.3,2.6
ÄÏËáÔæ,CHOAXI,T24010249,461.1,8.3,22.6,9.9
±¡Ò¶Èóéª,MACLEP,T03050235,54.3,85.6,14.4,11
¸Û¿Â,LITHAR,T25110015,482,216.5,21.9,18.5
Ã«»¨Á¬Èï²è,CAMFRA,T04010070,72,15.5,1.9,3.86
Ã«»¨Á¬Èï²è,CAMFRA,T16020097,312.6,37.6,1.7,2.4
Ä¾ºÉ,SCHSUP,T22170119,420.5,337.5,7.4,4.4
±¡Ò¶É½·¯,SYMANO,T01150147,17.5,289,2.8,3.05
Ï¸Ö¦èÚ,EURLOQ,T18050240,356.8,86.8,4.3,3.87
ÔÆÉ½Çà¸Ô,CYCSES,T25190033,485.2,376.2,37.1,16.5
Ï¸Ö¦èÚ,EURLOQ,T12180137,227.5,345,3.1,2.78
Ï¸Ö¦èÚ,EURLOQ,T05090114,93,165.8,4.1,4.6
ºìµ­±È,CLEJAP,T19200019,361.5,387.8,3.8,3.35
Ï¸Ö¦èÚ,EURLOQ,T11050222,213.8,98.2,2.6,3.26
»Æµ¤Ä¾½ª×Ó,LITELO,T04100330,77,199,18.2,6.7
±ªÆ¤ÕÁ,LITCOR,T20090318,399,171,4.8,3.8
³àÑîÒ¶,ALNFOR,T24050001,462,80.1,3.6,4.1
»Æµ¤Ä¾½ª×Ó,LITELO,T03060363,55.4,111.3,6.8,9.3
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T20110153,399,209.7,13.8,6.2
É½¼¦½·,LITCUB,T10140104,196.3,273.5,2.5,3.65
Ã«»¨Á¬Èï²è,CAMFRA,T02010292,38.2,3.4,1.8,2.58
ºìµ­±È,CLEJAP,T08020110,153.7,27.9,2.7,3.01
»Æµ¤Ä¾½ª×Ó,LITELO,T15070010,298,128,9.8,6.3
Ï¸Ö¦èÚ,EURLOQ,T17010080,335.8,6.8,3.4,3.37
¶Ì¹£¶¬Çà,ILEBUE,T08180314,150,341.2,8.4,5
Ã«»¨Á¬Èï²è,CAMFRA,T24100038,468.5,196.9,1.3,1.7
Ã«»¨Á¬Èï²è,CAMFRA,T21140014,409.8,278.5,6.3,5.2
Ã«»¨Á¬Èï²è,CAMFRA,T12140207,230,269,1.4,2.43
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T01010138,8.8,14.4,5,6.5
Ïã¹ð,CINSUB,T14170223,275,322.5,2.4,3.2
Ï¸Ö¦èÚ,EURLOQ,T09030159,172.6,55,1.7,2.1
Ï¸Ö¦èÚ,EURLOQ,T15110117,290.3,202.5,4.2,3.74
»ÆÅ£ÄÌÊ÷,SYMCOC,T22180084,425.1,351,1.7,1.9
Ã«»¨Á¬Èï²è,CAMFRA,T09200042,160.8,383,1.7,2.42
ÈüÉ½Ã·,STYCON,T05100159,89.7,196.2,3.9,4.77
ÄÏËáÔæ,CHOAXI,T24100205,468.8,183.8,18.2,23.6
Ã«»¨Á¬Èï²è,CAMFRA,T17190039,321.7,370.8,2.2,2.36
Ã«»¨Á¬Èï²è,CAMFRA,T02100027,23,187.3,2.2,3.29
¶Ì¹£¶¬Çà,ILEBUE,T08180077,142.5,350.2,11,3.35
Ï¸Ö¦èÚ,EURLOQ,T21080294,415,145,2.5,2.95
»Æµ¤Ä¾½ª×Ó,LITELO,T25050084,488.6,86.9,12,15.1
Ï¸Ö¦èÚ,EURLOQ,T22040084,439.5,77.3,2.6,3.5
Ä¾ºÉ,SCHSUP,T07140010,135.8,267.3,18,16.6
Ï¸Ö¦èÚ,EURLOQ,T13080123,254.2,147.5,2.9,3.65
Äþ²¨Ä¾Ï¬,OSMCOO,T12060193,234,101.3,5.6,5
èàÊ÷,CASFAR,T11150072,215.7,282.5,38.8,26.5
Ã«»¨Á¬Èï²è,CAMFRA,T13110302,252,219,5.8,6.8
Ï¸Ö¦èÚ,EURLOQ,T07020247,133.7,29,3.2,3.51
ºìµ­±È,CLEJAP,T0407B3463,72.5,128,16.6,7.9
Ï¸Ö¦èÚ,EURLOQ,T17160163,327.5,314.8,2.6,3.25
»Æµ¤Ä¾½ª×Ó,LITELO,T10100223,192.2,195,6.4,4.74
Ï¸Ö¦èÚ,EURLOQ,T23080225,455,154.2,6.2,4
Ã«»¨Á¬Èï²è,CAMFRA,T22030173,430.3,47.5,3,4.3
»Æµ¤Ä¾½ª×Ó,LITELO,T14180227,268.8,346.2,6.4,5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01070220,18.4,134.4,12.1,13.9
ºìÂöµöÕÁ,LINRUB,T20160068,383,310.3,3.4,5.3
ÂíÒø»¨,RHOOVA,T06150197,118.8,296.5,1.8,1.89
ºìµ­±È,CLEJAP,T04020231,69.5,30.8,1.7,2.27
¹âÁÁÉ½·¯,SYMLUC,T11180251,215.5,344.8,4.6,3.31
Ï¸Ö¦èÚ,EURLOQ,T03040237,54.5,63.5,3,4.35
»Æµ¤Ä¾½ª×Ó,LITELO,T15100152,298.8,197,4.3,7.6
Ã«»¨Á¬Èï²è,CAMFRA,T22090059,438,170.5,3.4,4.3
¸Û¿Â,LITHAR,T17190189,337.7,366.9,20.9,12.2
¹âÁÁÉ½·¯,SYMLUC,T15200080,295.7,396.8,10.5,7
Ï¸Ö¦èÚ,EURLOQ,T25090206,483.7,173.5,1.5,2.65
¸Û¿Â,LITHAR,T17200116,333.1,380,13.1,13
»Æµ¤Ä¾½ª×Ó,LITELO,T07120037,137.7,231.2,3.1,2.71
»Æµ¤Ä¾½ª×Ó,LITELO,T20070008,382.2,138.9,5.2,4.9
°×±³Ò¶,MALAPE,T04150000,61.1,283.2,5.3,5
Ïã¹ð,CINSUB,T11010078,207.1,1,18.8,11
¸Û¿Â,LITHAR,T21120039,401,228.5,4.1,5.2
Ï¸Ö¦èÚ,EURLOQ,T10150148,186.2,287.8,3.3,2.3
±¡Ò¶Èóéª,MACLEP,T18100141,351,180.8,2.5,1.78
Ã«»¨Á¬Èï²è,CAMFRA,T08200235,146.5,390,1.4,2.37
ÂíÒø»¨,RHOOVA,T22100324,423.5,191,3.5,3.32
ËÄÕÕ»¨,CORKOU,T25160124,495.5,304,7.8,6
ºì¶¾Üî,ILLLAN,T15180151,297,353.5,1.9,2.5
ÂíÒø»¨,RHOOVA,T04200349,73.4,399.9,6.4,3.1
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T20050120,389.5,90.1,6.3,6
ºìµ­±È,CLEJAP,T01120208,19.2,236.8,11.2,7.2
É½·¯,SYMSUM,T24110139,474,218.5,2.1,2.05
ºìµ­±È,CLEJAP,T04150106,71,290.1,14.7,8.2
ÂíÒø»¨,RHOOVA,T21020151,413,21,2.3,2.5
»Æµ¤Ä¾½ª×Ó,LITELO,T25080155,487.5,154,10.9,8.9
»Æµ¤Ä¾½ª×Ó,LITELO,T14030006,263.9,46.8,4,3.07
»¢Æ¤éª,DAPOLD,T13110163,255.5,213.5,12.6,15.6
ÔÆÉ½Çà¸Ô,CYCSES,T06170290,114,336,9.4,3.7
¸Û¿Â,LITHAR,T05190156,89.5,377,17.5,20
³àÆ¤Çà¸Ô,CYCGIL,T10120111,188.8,233,10.5,4.19
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T04180133,70.2,359.4,4.3,4.2
¹âÁÁÉ½·¯,SYMLUC,T23080115,445,147.8,9.4,6
Ï¸Ö¦èÚ,EURLOQ,T25090081,496,176.5,1.8,2.63
¿Â,LITGLA,T08010013,141.6,8.7,11.7,9.4
ºìµ­±È,CLEJAP,T03100317,55,196.1,1.1,1.7
»Æµ¤Ä¾½ª×Ó,LITELO,T16050008,303.8,80.3,10.6,15.5
»Æµ¤Ä¾½ª×Ó,LITELO,T14160076,268.5,316.4,1.6,2.1
ºìµ­±È,CLEJAP,T01110200,13,220,9.7,5
»Æµ¤Ä¾½ª×Ó,LITELO,T15010026,282.5,9.2,3,3.48
Ïã¹ð,CINSUB,T25020212,485,38.9,2.3,3.6
¹âÁÁÉ½·¯,SYMLUC,T06180218,118.5,356.8,7.5,5.3
»Æµ¤Ä¾½ª×Ó,LITELO,T15050077,286.4,99.2,2.3,3.58
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T11060167,219.5,116.4,3.7,3.91
Ï¸Ö¦èÚ,EURLOQ,T20090135,387.5,172.5,4,3.2
±¡Ò¶É½·¯,SYMANO,T14160118,270.5,304.8,3.5,3
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T22050046,438.2,82.2,6.4,6
ºìéª,MACTHU,T0408B4482,77.5,148.2,2,2.95
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T0819B02929,159.8,366.8,3,3.8
±¡Ò¶Èóéª,MACLEP,T20180054,384.9,348.5,23.6,11.8
¹âÒ¶É½·¯,SYMLAN,T22100025,439.2,184.7,3.3,3.93
¹âÁÁÉ½·¯,SYMLUC,T22090141,429,162.5,3.6,3.7
ºìµ­±È,CLEJAP,T05130260,97.6,246.8,1.8,2.8
Ï¸Ö¦èÚ,EURLOQ,T09050033,175.6,87,7,5.3
Ã«»¨Á¬Èï²è,CAMFRA,T12160122,225.1,306.2,1.9,2.23
ºìéª,MACTHU,T10070035,196.1,123.1,1.9,2.53
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T08070000,146.1,120.3,13.5,11.3
Ã«»¨Á¬Èï²è,CAMFRA,T23050185,451.5,99.9,1.6,3.1
Ï¸Ö¦èÚ,EURLOQ,T10130236,191.5,249,6.7,5.5
³àÑîÒ¶,ALNFOR,T17180170,331.7,349.2,21.6,7.4
Ï¸Ö¦èÚ,EURLOQ,T24040178,473.9,60.7,2.5,4.3
Ï¸Ö¦èÚ,EURLOQ,T20050050,380,90,2.8,2.3
ÂíÒø»¨,RHOOVA,T06180042,106.2,351.8,7.5,4.68
ÔÆÉ½Çà¸Ô,CYCSES,T01190084,0.7,370.2,3.2,2.27
Ã«»¨Á¬Èï²è,CAMFRA,T05100283,80.1,193.3,2.5,3.32
Ï¸Ö¦èÚ,EURLOQ,T21120065,400.5,220,4.5,3.4
Ï¸Ö¦èÚ,EURLOQ,T21020101,405.1,24.8,4,4.3
Ã«»¨Á¬Èï²è,CAMFRA,T05070083,86.2,135.4,2.7,3.92
»ÆÌ´,DALHUP,T24140018,464,274.2,21.1,14.5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01060387,10,111.5,11.6,16.5
ºìÖ¦²ñ,MELOLD,T12090135,225.2,163.7,11.3,15.5
±¡Ò¶É½·¯,SYMANO,T07140040,135.5,272.2,2.5,3.21
Ï¸Ö¦èÚ,EURLOQ,T13060072,250.6,113.8,2.5,3.12
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T07070207,135.2,123.4,5.3,5
Ï¸Ö¦èÚ,EURLOQ,T23040114,451.3,77.9,1.9,3.2
Ï¸Ö¦èÚ,EURLOQ,T14170286,279.5,337.2,2.6,3.6
Ï¸Ö¦èÚ,EURLOQ,T19020117,373.9,29.3,3,3.71
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T10040105,189,63.8,7,11.8
Ï¸Ö¦èÚ,EURLOQ,T10110205,185.8,215.1,2,2.85
»ÆÌ´,DALHUP,T06030199,119,56.1,16.2,14.9
»Æµ¤Ä¾½ª×Ó,LITELO,T21040055,400.5,71.5,3.3,3.6
»ÆÅ£ÄÌÊ÷,SYMCOC,T20160006,385.7,305,9.6,7
±¡Ò¶É½·¯,SYMANO,T08180377,153.3,348.4,3.7,3.35
ºìéª,MACTHU,T23140276,448.5,276.9,2.4,4.12
´óÒ¶¶¬Çà,ILELAT,T04190361,64.1,374.1,7.8,3.75
±¡Ò¶É½·¯,SYMANO,T22100256,427.5,190.1,3.5,4.25
Ï¸Ö¦èÚ,EURLOQ,T25010059,499.5,18.8,2.7,3.3
Ä¾ºÉ,SCHSUP,T0718B4729,134,349,7.9,3.9
ÂíÒø»¨,RHOOVA,T22090307,427.5,160.4,2.6,2.78
Ï¸Ö¦èÚ,EURLOQ,T23030179,450.3,51.9,1.8,3.5
ÔÆÉ½Çà¸Ô,CYCSES,T24100100,478.8,196.5,21.9,10
Ã«»¨Á¬Èï²è,CAMFRA,T05050022,83.9,90.6,2.8,3.02
Ï¸Ö¦èÚ,EURLOQ,T20050040,381.2,94.2,1.5,2.25
Ã«»¨Á¬Èï²è,CAMFRA,T19040330,376.7,68.7,4.4,4.4
Õ­»ùºìºÖèÚ,EURRUB,T04100224,61,192,2.2,2.56
Ã«»¨Á¬Èï²è,CAMFRA,T24040211,479,60.1,1.8,2.95
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T21060128,409.5,104.5,2.1,2.95
Ä¾ºÉ,SCHSUP,T10080101,186.2,150.1,29.7,31.8
±¡Ò¶É½·¯,SYMANO,T22080173,433.8,151,4.6,4.45
Ï¸Ö¦èÚ,EURLOQ,T19070080,375.1,124.6,2.6,3.92
ºì¶¾Üî,ILLLAN,T20120074,388.9,225.2,5.5,4
ºúÌÒé±,JUGMAN,T24180075,467,340.3,15.3,18
ÏÙÒ¶¹ðÓ£,LAUPHA,T15100175,297.2,181.8,3.4,4.1
»Æµ¤Ä¾½ª×Ó,LITELO,T17110050,327.5,213,9.6,13.6
Ï¸Ö¦èÚ,EURLOQ,T10150112,183.2,287.1,1.8,2.15
Äþ²¨Ä¾Ï¬,OSMCOO,T06170144,109.5,326,8.5,4.4
À×¹«¶ì¶úèÀ,CARVIM,T01070224,16.3,135.9,42.2,21.7
ÄÏËáÔæ,CHOAXI,T01160146,12.5,306.7,3.3,6
Ð¡Ò¶Çà¸Ô,CYCMYR,T06180024,103.8,345.9,8.5,6
»ÆÅ£ÄÌÊ÷,SYMCOC,T20130022,381,252,5.1,3
Ï¸Ö¦èÚ,EURLOQ,T24140062,472,262,3.9,3.5
É½·¯,SYMSUM,T10160107,185.6,304.8,3.7,3.9
»Æµ¤Ä¾½ª×Ó,LITELO,T25010177,499,7.6,1.6,2.72
ºìéª,MACTHU,T07150044,139.5,294,5.8,4.85
Ï¸Ö¦èÚ,EURLOQ,T20060107,395.4,109.8,3,3.44
À×¹«¶ì¶úèÀ,CARVIM,T21090061,402.8,172,12.9,15.1
Ã×éÆ,CASCAR,T22100009,435,181,21.6,14.7
Ï¸Ö¦èÚ,EURLOQ,T13040099,253.1,66.5,5.5,4.08
±¡Ò¶É½·¯,SYMANO,T03110259,54.7,212.5,1.7,2.97
ºì¶¾Üî,ILLLAN,T04130100,67,245.8,4.3,3.4
Ï¸Ö¦èÚ,EURLOQ,T14110228,264.6,204.5,3.1,2.91
¸Û¿Â,LITHAR,T15200068,295.1,399.8,23.9,29.7
»Æµ¤Ä¾½ª×Ó,LITELO,T20060087,391,112.4,6.8,5.4
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T03100225,53.9,184.7,3.2,4.25
ËÄÕÕ»¨,CORKOU,T25150071,489,289,8.1,4.65
Ã«»¨Á¬Èï²è,CAMFRA,T08020111,153.4,27.8,2.7,3.2
Ï¸Ö¦èÚ,EURLOQ,T02070242,30.2,124,2.4,2.7
½­ÄÏÔ½½Û,VACMAN,T02080325,36,144,1.4,2.08
¹âÁÁÉ½·¯,SYMLUC,T06080238,117.4,140,3.2,2.3
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T10010172,200,14.1,2.1,3.4
Äþ²¨Ä¾Ï¬,OSMCOO,T11130187,207,256.8,17.3,12.6
¹âÁÁÉ½·¯,SYMLUC,T07200290,128.2,393,2.9,2.1
ºìéª,MACTHU,T14170087,268.5,320,2.6,3.35
Ã«»¨Á¬Èï²è,CAMFRA,T21090114,403.5,165,3.3,4.1
¶Ì¹£¶¬Çà,ILEBUE,T05200219,91.2,391.5,12,7
»Æµ¤Ä¾½ª×Ó,LITELO,T19110126,368,208,2.9,3.57
ÂíÒø»¨,RHOOVA,T21110028,402.5,202,2,2.1
Ï¸Ö¦èÚ,EURLOQ,T13060054,251.2,119.5,7.8,3.59
ºìµ­±È,CLEJAP,T21100001,403.4,199.7,15.1,5.2
ÔÆÉ½Çà¸Ô,CYCSES,T14190043,265.6,367.8,8.9,4.85
É½·¯,SYMSUM,T08120061,144.8,234.5,1.8,2.3
±¡Ò¶Èóéª,MACLEP,T19180157,379.9,343.3,4.9,5.2
Ï¸Ö¦èÚ,EURLOQ,T17160108,325.5,306.2,3.8,3.75
Ï¸Ö¦èÚ,EURLOQ,T14160017,261.2,306.5,2.4,2.6
Ã«»¨Á¬Èï²è,CAMFRA,T18180137,343.5,347,1.3,2.2
Ï¸Ö¦èÚ,EURLOQ,T09010036,164,19,3.3,3
ºìµ­±È,CLEJAP,T23020180,443.2,27.4,15.3,10.2
Ã«»¨Á¬Èï²è,CAMFRA,T01030207,14.3,47,2.6,2.85
»Æµ¤Ä¾½ª×Ó,LITELO,T16120157,313.2,237.5,3.9,3.8
Ï¸Ö¦èÚ,EURLOQ,T12130289,231.3,253.1,2,2.17
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T08120039,142.7,232.6,5.1,4.65
ºìµ­±È,CLEJAP,T11130275,211.8,257.2,2.9,4.35
»Æµ¤Ä¾½ª×Ó,LITELO,T15050085,286.8,95.8,2.6,1.5
Ï¸Ö¦èÚ,EURLOQ,T19040115,367.2,69,3.8,3.46
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T08030024,144,55.2,22.1,17.2
Ä¾ºÉ,SCHSUP,T22080389,424,154,38.8,24.9
Ã«»¨Á¬Èï²è,CAMFRA,T24100199,463.5,184.7,2.2,2.9
Ã«»¨Á¬Èï²è,CAMFRA,T15200200,281,393.5,2.3,1.9
Õ­»ùºìºÖèÚ,EURRUB,T14190001,262,361.5,2.7,3.2
Ã«»¨Á¬Èï²è,CAMFRA,T11030143,210,45.6,2.7,4.33
Ã«»¨Á¬Èï²è,CAMFRA,T25110205,481,209.7,3.2,3.25
»Æµ¤Ä¾½ª×Ó,LITELO,T24110077,464.3,204.1,2.9,4
Ï¸Ö¦èÚ,EURLOQ,T09070026,164.9,131,3.9,3.49
ºìéª,MACTHU,T15080006,297.5,140.4,11.4,11.1
¹âÁÁÉ½·¯,SYMLUC,T14190208,276.5,362,2.5,3.42
Ï¸Ö¦èÚ,EURLOQ,T15170027,286.4,321.6,5.8,3.45
±¡Ò¶É½·¯,SYMANO,T02140071,21.8,279,2.7,2.6
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T10160195,190.5,316.7,3.1,3.15
»Æµ¤Ä¾½ª×Ó,LITELO,T04090041,78,163.8,1.9,2.8
Ï¸Ö¦èÚ,EURLOQ,T01020124,18,22,3.9,4.2
¹âÁÁÉ½·¯,SYMLUC,T12190151,232.7,364.7,9.3,5
¸Û¿Â,LITHAR,T01070033,4.5,131.8,12.4,8.3
³àÑîÒ¶,ALNFOR,T15060067,285,101.4,15.4,28.1
Ï¸Ö¦èÚ,EURLOQ,T11130132,205,248.6,1.7,2.8
»Æµ¤Ä¾½ª×Ó,LITELO,T15040152,299.2,78.8,1.7,1.83
»Æµ¤Ä¾½ª×Ó,LITELO,T14140215,264,265,7.5,6
Ï¸Ö¦èÚ,EURLOQ,T12070144,228.5,120.6,2.4,3.3
Ï¸Ö¦èÚ,EURLOQ,T25070281,491,139.5,1.8,2.75
»Æµ¤Ä¾½ª×Ó,LITELO,T13080044,241.5,148.2,6.3,5.2
¸Û¿Â,LITHAR,T07160029,124,304.9,19.5,4.2
¶Ì¹£¶¬Çà,ILEBUE,T18010204,343,6.5,2.5,2.45
»Æµ¤Ä¾½ª×Ó,LITELO,T17070117,330.1,130.1,4.6,4.73
ÔÆÉ½Çà¸Ô,CYCSES,T05200043,97,395.1,8.9,4.24
Ï¸Ö¦èÚ,EURLOQ,T20020117,393.1,37.9,3.3,4.4
»Æµ¤Ä¾½ª×Ó,LITELO,T15060127,297,114.3,2.2,2.9
ºì¶¾Üî,ILLLAN,T05040051,79.4,72.2,2.2,2.36
Ï¸Ö¦èÚ,EURLOQ,T09110046,162.8,207.7,1.8,2.04
ºì¶¾Üî,ILLLAN,T04160058,66.7,318,3.2,2.9
¹âÒ¶É½·¯,SYMLAN,T09090147,172.2,171.1,9.2,15.6
»ÆÅ£ÄÌÊ÷,SYMCOC,T17150058,334.6,287,6.9,5.5
Ï¸Ö¦èÚ,EURLOQ,T19030164,371.9,57.3,4.4,4.7
ºìéª,MACTHU,T21090269,412.3,175.3,8.6,6
±¡Ò¶É½·¯,SYMANO,T01080175,18,142.5,2.3,3.2
Ï¸Ö¦èÚ,EURLOQ,T23030124,448.5,48,2,2.1
Ð¡Ò¶Çà¸Ô,CYCMYR,T12150205,231.7,290,7.3,4.65
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T05130082,88,242,11.3,14.8
ºìéª,MACTHU,T19200050,360.3,391,3.2,4.07
ÏÙÒ¶¹ðÓ£,LAUPHA,T17050124,335.5,90.1,2.7,2.25
Ï¸Ö¦èÚ,EURLOQ,T21040063,403.7,75,3.6,4
Ï¸Ö¦èÚ,EURLOQ,T17180006,325,342.6,2.2,2.25
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T14120096,260.6,237.5,3,4.85
Ð¡Ò¶Çà¸Ô,CYCMYR,T15140212,291.3,273,7.2,3.95
Ï¸Ö¦èÚ,EURLOQ,T20030070,392.3,42.7,3.2,3.9
»Æµ¤Ä¾½ª×Ó,LITELO,T07020124,124.2,37.9,2.1,3.07
Ã«»¨Á¬Èï²è,CAMFRA,T09030128,172.7,49.8,1.8,2
ÇàÆ¤Ä¾,SCHJAS,T07200190,125,388.5,20.9,15
Õ­»ùºìºÖèÚ,EURRUB,T0718B1778,136.8,358.7,1.6,2.1
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T12050295,236.2,90.8,14.6,17
ºìµ­±È,CLEJAP,T11110010,201.3,202,5.8,4.1
Ï¸Ö¦èÚ,EURLOQ,T02020187,36.8,30.1,1.8,3.3
Ï¸Ö¦èÚ,EURLOQ,T21080127,410,140.7,1.8,2.44
Ï¸Ö¦èÚ,EURLOQ,T0705B0589,134.1,98.8,1.6,2.64
Ï¸Ö¦èÚ,EURLOQ,T02010057,23,7.4,2.9,3.92
Ï¸Ö¦èÚ,EURLOQ,T23040214,455,76.6,4.2,3.8
Ï¸Ö¦èÚ,EURLOQ,T07020287,131.4,36,4.5,4.25
±¡Ò¶É½·¯,SYMANO,T09010173,176.4,0.1,5.7,3.23
Ã«»¨Á¬Èï²è,CAMFRA,T24030083,478.2,42,1.3,2.05
»Æµ¤Ä¾½ª×Ó,LITELO,T18030211,359.8,47.5,2,2.7
»Æµ¤Ä¾½ª×Ó,LITELO,T18140239,355.5,278.8,4.6,4.6
ÂíÒø»¨,RHOOVA,T23050047,443,87,2.3,2.9
Ã«»¨Á¬Èï²è,CAMFRA,T08030170,156.6,42.8,1.7,2.75
Ï¸Ö¦èÚ,EURLOQ,T11190142,213.8,367.5,4.9,3.9
Ã«»¨Á¬Èï²è,CAMFRA,T19160076,361,313.5,3.8,5.5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T03110247,51.2,208.5,24.5,30.7
